id,generic_name,brand_names,dosage_form,strength,notification_number,notification_date,ban_reason,source_pdf,date_added
458,Ceftriaxone + Vancomycin,,,,S.O. 216(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.673476+05:30
459,Cefuroxime + Ornidazole,,,,S.O. 217(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.674406+05:30
460,Diclofenac + Pitofenone Hydrochloride + Fenpiverinium Bromide + Paracetamol,,,,S.O. 218(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.675360+05:30
461,Dicyclomine + Paracetamol + Dextropropoxyphene + Chlordiazepoxide,,,,S.O. 219(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.676312+05:30
462,Dicyclomine + Paracetamol + Dimethylpolysiloxane,,,,S.O. 220(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.677258+05:30
463,Dicyclomine + Paracetamol+ Simethicone,,,,S.O. 221(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.678209+05:30
464,Doxycycline + Tinidazole,,,,S.O. 222(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.679156+05:30
465,Drotaverine + Omeprazole,,,,S.O. 223(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.680101+05:30
466,Fenpiverinium Bromide + Diclofenac Sodium + Pitofenone Hydrochloride,,,,S.O. 224(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.681064+05:30
467,Glucosamine + Ascorbic Acid,,,,S.O. 225(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.682061+05:30
468,Glucosamine + Boswellia Serrata,,,,S.O. 226(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.683009+05:30
469,Glucosamine + Calcium Carbonate,,,,S.O. 227(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.683958+05:30
470,Glucosamine + Cetyl Myristate Oleate,,,,S.O. 228(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.684931+05:30
471,Glucosamine + Chondroitin Sulphate +methyl Sulfonyl Methane,,,,S.O. 229(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.685912+05:30
472,Glucosamine + Chondroitin Sulphate + Vitamin C+ Manganese Sulphate,,,,S.O. 230(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.686868+05:30
473,Glucosamine + Chondroitin + Vitamin C + Vitamin E + Manganese,,,,S.O. 231(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.687872+05:30
474,Glucosamine + Chondroitin + Vitamin C,,,,S.O. 232(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.688828+05:30
475,Glucosamine + Chondroitin + Vitamin C + Vitamin E + Manganese Sulphate + Sodium Borate + Selenium Dioxide,,,,S.O. 233(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.689866+05:30
476,Glucosamine + Cholecalciferol + Manganese + Ascorbic Acid,,,,S.O. 234(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.690848+05:30
477,Glucosamine + Manganese,,,,S.O. 235(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.692109+05:30
478,Glucosamine +mecobalamin + Dimethyl Sulfone,,,,S.O. 236(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.693227+05:30
479,Glucosamine + Mecobalamin,,,,S.O. 237(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.694298+05:30
480,Glucosamine + Mecobalamin + Milk Calcium,,,,S.O. 238(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.695358+05:30
481,Glucosamine + Methyl Sulfonyl Methane,,,,S.O. 239(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.696457+05:30
482,Glucosamine + Methyl Sulfonyl Methane + Cetyl Myristate,,,,S.O. 240(E),,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.697462+05:30
483,Glucosamine + Vitamin C + Calcium + Methyl Sulfonyl Methane + Chondroitin + Manganese,,,,S.O. 241(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.698463+05:30
484,Glucosamine + Vitamin C+ Vitamin E + Chondroitin Sulphate + Methyl Sulfonyl Methane + Manganese Sulphate,,,,S.O. 242(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.699505+05:30
485,Glucosamine Sulphate + Chondroitin Sulphate + Vitamin E + Manganese,,,,S.O. 243(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.700549+05:30
486,Glucosamine + Calcium + Vitamin D3,,,,S.O. 244(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.701527+05:30
487,Ornidazole + Doxycycline,,,,S.O. 245(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.702538+05:30
488,Ornidazole + Fluconazole + Azithromycin,,,,S.O. 246(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.703502+05:30
489,Propranolol + Hydralazine,,,,S.O. 247(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.704464+05:30
490,Propranolol + Hydrochlorothiazide + Dihydralazine,,,,S.O. 248(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.705432+05:30
491,Ranitidine + Dicyclomine + Nimesulide,,,,S.O. 249(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.706399+05:30
492,Ranitidine + Dicycloverine + Simethicone,,,,S.O. 250(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.707364+05:30
493,Ranitidine + Drotaverine,,,,S.O. 251(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.708328+05:30
494,Telmisartan + Ramipril + Hydrochlorothiazide,,,,S.O. 252(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.709284+05:30
495,Ibuprofen + Paracetamol+ Phenylephrine + Chlorpheniramine Maleate,,,,S.O. 253(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.710330+05:30
496,Nimesulide + Phenylephrine + Chlorpheniramine Maleate + Caffeine,,,,S.O. 254(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.711344+05:30
497,Nimesulide + Pitofenone + Fenpiverinium Bromide,,,,S.O. 255(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.712446+05:30
498,Nimesulide+ Pseudoephedrine + Cetirizine,,,,S.O. 256(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.713427+05:30
499,Ofloxacin + Diclofenac + Lignocaine,,,,S.O. 257(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.714392+05:30
500,Ondansetron + Omeprazole,,,,S.O. 258(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.715352+05:30
501,Hydrochlorothiazide + Ramipril +losartan Potassium,,,,S.O. 259(E),2019-01-11,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.716376+05:30
502,Fixed Dose Combinations Of Corticosteroids With Any Other Drug [excluding Fixed Dose Combination Of Tamsulosin Hcl 0.4mg (as Film Coated Modified Release Tablet) + Deflazacort 30mg In Hard Gelatin Capsule] For Internal Use Except For Preparations Meant For Meter Dose Inhalers And Dry Powder Inhalers,,,,G.S.R. 255(E),2021-04-07,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.717451+05:30
503,Nimesulide +paracetamol Dispersible Tablets,,,,S.O. 2394(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.718562+05:30
504,Amoxicillin + Bromhexine,,,,S.O. 2395(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.719611+05:30
505,Pholcodine + Promethazine,,,,S.O. 2396(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.720596+05:30
506,Chlorpheniramine Maleate + Dextromethorphan + Dextromethophan + Guaiphenesin + Ammonium Chloride + Menthol,,,,S.O. 2397(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.721596+05:30
507,Chlopheniramine Maleate + Codeine Syrup,,,,S.O. 2398(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.722592+05:30
508,Ammonium Chloride+ Bromhexine + Dextromethorphan,,,,S.O. 2399(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.723563+05:30
509,Bromhexine +dextromethorphan +ammonium Chloride +menthol,,,,S.O. 2400(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.724565+05:30
510,Dextromethorphan + Chlorpheniramine + Guaifenesin + Ammonium Chloride,,,,S.O. 2401(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.725557+05:30
511,Caffeine + Paracetamol + Phenylephrine + Chlorpheniramine,,,,S.O. 2402(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.726564+05:30
512,Salbutamol + Bromhexine,,,,S.O. 2403(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.727572+05:30
513,Chlorpheniramine + Codeine Phosphate + Menthol Syrup,,,,S.O. 2404(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.728569+05:30
514,Phenytoin+ Phenobarbitone Sodium,,,,S.O. 2405(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.729553+05:30
515,"Ammonium Chloride + Sodium Citrate + Chlorpheniramine Maleate + Menthol (100mg + 40mg + 2.5mg + 0.9mg) , (125mg + 55mg + 4mg + 1mg) , (110mg + 46mg + 3mg + 0.9mg) & (130mg + 55mg + 3mg + 0.5mg) Per 5ml Syrup",,,,S.O. 2406(E),2023-06-02,,vaayath.com,2026-07-03 10:31:46.730532+05:30
516,Salbutamol + Hydroxy Ethyl Theophylline (etofylline)+ Bromhexine,,,,S.O. 2407(E),2023-06-02,,"vaayath.com, thehealthmaster.com",2026-07-03 10:31:46.731535+05:30
517,Ketoprofen And Its Formulations For Animal Use,,,,S.O. 3448(E),2023-07-31,,vaayath.com,2026-07-03 10:31:46.732512+05:30
518,Aceclofenac And Its Formulations For Animal Use,,,,S.O. 3448(E),2023-07-31,,vaayath.com,2026-07-03 10:31:46.733492+05:30
519,Amylase + Protease + Glucoamylase + Pectinase + Alpha Galactosidase + Lactase + Beta-gluconase + Cellulase + Lipase + Bromelain + Xylanase + Hemicellulase + Malt Diastase + Invertase + Papain,,,,S.O. 3285(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.734476+05:30
520,Antimony Potassium Tartrate + Dried Ferrous Sulphate,,,,S.O. 3286(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.735459+05:30
521,Benfotiamine + Silymarin + L-ornithine L-aspartate + Sodium Selenite + Folic Acid + Pyridoxine Hydrochloride,,,,S.O. 3287(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.736495+05:30
522,Bismuth Ammonium Citrate + Papain,,,,S.O. 3288(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.737504+05:30
523,Cyproheptadine Hcl + Thiamine Hcl + Riboflavine + Pyridoxine Hcl + Niacinamide,,,,S.O. 3289(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.738535+05:30
524,Cyproheptadine Hydrochloride + Tricholine Citrate + Thiamine Hydrochloride + Riboflavine + Pyridoxine Hydrochloride,,,,S.O. 3290(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.739554+05:30
525,Rabeprazole Sodium (as Enteric Coated Tablet) + Clidinium Bromide + Dicyclomine Hcl + Chlordiazepoxide,,,,S.O. 3291(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.740601+05:30
526,Fungal Diastase + Papain + Nux Vomica Tincture + Cardamom Tincture + Casein Hydrolysed + Alcohol,,,,S.O. 3292(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.741592+05:30
527,Mefenamic Acid + Paracetamol Injection,,,,S.O. 3293(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.742570+05:30
528,Omeprazole Magnesium + Dicyclomine Hcl,,,,S.O. 3294(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.743535+05:30
529,S-adenosyl Methionine + Metadoxine + Ursodeoxycholicacid Bp + L-methylfolate Calcium Eq. To L- Methylfolate + Choline Bitartratee + Silymarin + L-ornithine Laspartate + Inositol + Taurine,,,,S.O. 3295(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.744512+05:30
530,Silymarin + Thiamine Mononitrate + Riboflavin + Pyridoxine Hcl + Niacinamide + Calcium Pantothenate + Vitamin B12,,,,S.O. 3296(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.745543+05:30
531,Silymarin + Pyridoxine Hcl + Cyanocobalamin + Niacinamide + Folic Acid,,,,S.O. 3297(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.746561+05:30
532,Silymarin + Vitamin B6 + Vitamin B12 + Niacinamide + Folic Acid + Tricholine Citrate,,,,S.O. 3298(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.747577+05:30
533,"Sodium Citrate + Citric Acid Monohydrate Flavored With Cardamom Oil, Caraway Oil, Cinnamon Oil, Clove Oil, Ginger Oil + Alcohol",,,,S.O. 3299(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.748709+05:30
534,Sucralfate + Acelofenac,,,,S.O. 3300(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.749775+05:30
535,Sucralfate + Domperidone + Dimethicone,,,,S.O. 3301(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.750752+05:30
536,Sucralfate + Domperidone,,,,S.O. 3302(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.751717+05:30
537,Tincture Ipecacuanha + Tincture Urgenia + Camphorated Opium Tincture + Aromatic Spirit Of Ammonia + Chloroform + Alcohol,,,,S.O. 3303(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.752694+05:30
538,Ursodeoxycholic Acid + Metformin Hcl,,,,S.O. 3304(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.753686+05:30
539,Weak Ginger Tincture + Aromatic Spirit Of Ammonia + Peppermint Spirit + Chloroform + Sodium Bicarbonate + Compound Cardamom + Alcohol I,,,,S.O. 3305(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.754668+05:30
540,Sucralfate + Pantoprazole Sodium + Zinc Gluconate + Light Magnesium Carbonate,,,,S.O. 3306(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.755765+05:30
541,Aloe + Vitamin E Soap,,,,S.O. 3307(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.756786+05:30
542,Povidone Iodine+ Metronidazole + Aloe,,,,S.O. 3308(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.757764+05:30
543,Azelaic Acid + Tea Tree Oil + Salicylic Acid + Allantoin + Zinc Oxide + Aloe Vera + Jojoba Oil + Vitamin E + Soap Noodles,,,,S.O. 3309(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.758754+05:30
544,Azithromycin + Adapalene,,,,S.O. 3310(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.759772+05:30
545,Calamine + Aloes + Allantoin,,,,S.O. 3311(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.760789+05:30
546,Calamine + Diphenhydramine Hydrochloride + Aloe + Glycerine + Camphor,,,,S.O. 3312(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.761794+05:30
547,Chlorphenesin + Zinc Oxide + Starch,,,,S.O. 3313(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.762772+05:30
548,Clindamycin Phosphate + Zinc Acetate,,,,S.O. 3314(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.763752+05:30
549,Gamma Benzene Hexachloride + Benzocaine,,,,S.O. 3315(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.764727+05:30
550,Glucosamine Hydrochloride + Diacerein + Menthol + Camphor + Capsaicin,,,,S.O. 3316(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.765700+05:30
551,Hydroxyquinone 2.0%w/w + Octyl Methoxycinnamate 5.0% W/w + Oxybenzone 30 % W/w,,,,S.O. 3317(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.766682+05:30
552,Ketoconazole +zinc Pyrithione +d-panthenol +tea Tree Oil +aloes,,,,S.O. 3318(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.767663+05:30
553,Ketoconazole +aloe Vera+ Vitamin A Acetate,,,,S.O. 3319(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.768637+05:30
554,Ketoconazole +aloes + Zpto,,,,S.O. 3320(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.769656+05:30
555,Kojic Acid +arbutin +octinoxate +vitamin E + Mulberry,,,,S.O. 3321(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.770625+05:30
556,Lornoxicam +capsaicin +menthol+ Camphor,,,,S.O. 3322(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.771602+05:30
557,Lornoxicam + Thiocolchicoside +oleum Lini +menthol + Methyl Salicylate,,,,S.O. 3323(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.772566+05:30
558,Menthol + Aloe Vera Topical Spray,,,,S.O. 3324(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.773533+05:30
559,Menthol +lignocaine Hcl +aloe Vera Gel +clotrimazole +diphenhydramine,,,,S.O. 3325(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.774496+05:30
560,Miconazole Nitrate + Gentamicin + Fluocinolone Acetonide +zinc Sulphate,,,,S.O. 3326(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.775464+05:30
561,Miconazole +tinidazole,,,,S.O. 3327(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.776428+05:30
562,Minoxidil +aminexil+ Alcohol,,,,S.O. 3328(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.777391+05:30
563,Minoxidil +azelaic Acid + Saw Palmetto,,,,S.O. 3329(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.778392+05:30
564,Minoxidil +aminexil,,,,S.O. 3330(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.779366+05:30
565,Pine Bark Extract+ Kojic Acid +sodium Ascorbyl Phosphate,,,,S.O. 3331(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.780328+05:30
566,Povidone Iodine +tinidazole +zinc Sulphate,,,,S.O. 3332(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.781310+05:30
567,Povidone Iodine + Ornidazole + Dexpanthenol,,,,S.O. 3333(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.782272+05:30
568,Salicyclic Acid +aloe Vera+ Allantoin +d-panthenol,,,,S.O. 3334(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.783291+05:30
569,Silver Sulphadiazine +chlorhexidine Gluconate Solution +allantoin + Aloe Vera Gel +vitamin E Acetate,,,,S.O. 3335(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.784265+05:30
570,Sodium Salicylate + Zinc Gluconate + Pyridoxine Hcl,,,,S.O. 3336(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.785305+05:30
571,Tetracycline + Colistin Sulphate,,,,S.O. 3337(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.786361+05:30
572,Clomiphene +ubidecarenone,,,,S.O. 3338(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.787340+05:30
573,Combikit Of Clomiphene Citrate + Estradiol Valerate,,,,S.O. 3339(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.788311+05:30
574,Flavoxate Hcl +ofloxacin,,,,S.O. 3340(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.789281+05:30
575,Clomiphene Citrate +n-acetylcysteine,,,,S.O. 3341(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.790246+05:30
576,Primerose Oil +cod Liver Oil,,,,S.O. 3342(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.791215+05:30
577,Sildenafil Citrate +papaverine +l-arginine,,,,S.O. 3343(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.792177+05:30
578,Tranexamic Acid +mefenamic Acid + Vitamin K1,,,,S.O. 3344(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.793169+05:30
579,Divalproex Sodium +oxcarbazepine,,,,S.O. 3345(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.794184+05:30
580,Divalproex Sodium + Levetiracitam,,,,S.O. 3346(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.795164+05:30
581,Ergotamine Tartrate +caffeine + Paracetamol +prochlorperazine Maleate,,,,S.O. 3347(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.796171+05:30
582,Piracetam + Ginkgo Biloba Extracts + Vinpocetin,,,,S.O. 3348(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.797141+05:30
583,Ginkgo Biloba + Methylcobalamin,,,,S.O. 3349(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.798130+05:30
584,Ginkgo Biloba + Methylcobalamin + Alpha Lipoic Acid +pyridoxine Hcl,,,,S.O. 3350(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.799094+05:30
585,Ginseng Extract +dried Extract Of Ginkgo Biloba,,,,S.O. 3351(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.800058+05:30
586,Meclizine Hcl+ Paracetamol + Caffeine,,,,S.O. 3352(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.801042+05:30
587,Nicergoline + Vinpocetine,,,,S.O. 3353(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.802015+05:30
588,Gamma Linolenic Acid + Methylcobalamin,,,,S.O. 3354(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.803033+05:30
589,Beclomethasone Dipropionate + Neomycin Sulphate + Clotrimazole + Lignocaine Hcl,,,,S.O. 3355(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.804016+05:30
590,Boric Acid+ Phenylephrine Hcl + Naphazoline Nitrate + Menthol + Camphor,,,,S.O. 3356(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.804993+05:30
591,Naphazoline Hcl + Chlorpheniramine Maleate + Zinc Sulphate + Hydroxy Propyl Methyl Cellulose,,,,S.O. 3357(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.805972+05:30
592,Chlorpheniramine Maleate + Naphazoline Hcl + Zinc Sulphate + Sodium Chloride + Hydroxy Propyl Methyl Cellulose,,,,S.O. 3358(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.806994+05:30
593,Chlorpheniramine Maleate + Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose,,,,S.O. 3359(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.808114+05:30
594,Chlorpheniramine Maleate + Sodium Chloride + Boric Acid + Tetrahydrozoline Hcl,,,,S.O. 3360(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.809120+05:30
595,Chlorpheniramine Maleate + Phenylephrine Hcl + Antipyrine,,,,S.O. 3361(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.810103+05:30
596,Ketorolac Tromethamine + Chlorpheniramine Maleate + Phenylephrine Hcl + Hydroxy Propyl Methyl Cellulose,,,,S.O. 3362(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.811118+05:30
597,Ketorolac Tromethamine + Flurometholone,,,,S.O. 3363(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.812140+05:30
598,Naphazoline Hcl + Zinc Sulphate + Boric Acid + Sodium Chloride+ Chlorpheniramine Maleate,,,,S.O. 3364(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.813120+05:30
599,Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose + Boric Acid + Borax + Menthol + Camphor,,,,S.O. 3365(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.814202+05:30
600,Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose + Chlorpheniramine Maleate +boric Acid + Sodium Chloride + Zinc Sulphate,,,,S.O. 3366(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.815275+05:30
601,Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose + Chlorpheniramine Maleate +boric Acid,,,,S.O. 3367(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.816276+05:30
602,Naphazoline Hcl + Chlorpheniramine Maleate + Methyl Cellulose,,,,S.O. 3368(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.817290+05:30
603,Naphazoline Hcl + Hydroxy Methyl Cellulose + Boric Acid + Menthol + Camphor,,,,S.O. 3369(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.818279+05:30
604,Naphazoline Hcl + Boric Acid+menthol+camphor +methyl Cellulose + Chlorpheniramine Maleate + Zinc Sulphate + Sodium Chloride,,,,S.O. 3370(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.819261+05:30
605,Naphazoline Hcl + Phenylephrine Hcl+ Hpmc + Chlorpheniramine Maleate + Menthol+ Camphor,,,,S.O. 3371(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.820314+05:30
606,Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose + Chlorpheniramine Maleate + Boric Acid + Sodium Chloride + Zinc Sulphate + Menthol + Camphor,,,,S.O. 3372(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.821321+05:30
607,Naphazoline Hcl + Hydroxy Propyl Methyl Cellulose + Chlorpheniramine Maleate + Boric Acid +zinc Sulphate,,,,S.O. 3373(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.822359+05:30
608,Naphazoline Hcl + Azelastine Hcl+ Sodium Carboxy Methyl Cellulose + Menthol + Camphor + Stabilized Oxychlorocomplex,,,,S.O. 3374(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.823360+05:30
609,Naphazoline Hcl + Sodium Carboxy Methyl Cellulose + Menthol + Camphor + Stabilized Oxychloro Complex,,,,S.O. 3375(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.824345+05:30
610,Naphazoline Nitrate + Chlorpheniramine Maleate + Phenylephrine Hcl + Hydroxy Methyl Cellulose + Boric Acid+ Menthol+ Camphor,,,,S.O. 3376(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.825336+05:30
611,Naphazoline Nitrate + Chlorpheniramine Maleate + Zinc Sulphate + Boric Acid + Sodium Chloride,,,,S.O. 3377(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.826367+05:30
612,Norfloxacin + Tinidazole (with Betacyclodextrin) Eye Ointment,,,,S.O. 3378(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.827349+05:30
613,Ofloxacin + Beclomethasone Dipropionate + Lignocaine Hcl,,,,S.O. 3379(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.828322+05:30
614,Naphazoline Hcl + Chlorpheniramine Maleate + Phenylephrine Hcl + Menthol + Camphor,,,,S.O. 3380(E),2024-08-12,,vaayath.com,2026-07-03 10:31:46.829325+05:30
